Iteration,CurrentMin,CurrentMax,HistoricalMin,HistoricalMax,MeanFitness,StandardDevFitness,P0   ,P25  ,P50  ,P75  ,P100 ,MeanPheromone,StandardDevPheromone,P0   ,P25  ,P50  ,P75  ,P100 ,StepGradient(u/iter),TimeGradient(u/s),ElapsedTime(s),PheromoneImageSaved
100,2910.0000,4472.0000,2548.0000,4794.0000,3654.2200,312.1253,2910.0000,3476.5000,3706.0000,3848.0000,4472.0000,0.4576,0.1952,0.3660,0.3660,0.3660,0.4299,1.0000,26.8800,47271.7616,0.0569,true
101,2762.0000,4554.0000,2548.0000,4794.0000,3698.5200,388.7641,2762.0000,3456.0000,3675.0000,3994.0000,4554.0000,0.4541,0.1963,0.3624,0.3624,0.3624,0.4256,1.0000,-44.3000,-77531.0474,0.0571,true
102,2822.0000,4470.0000,2548.0000,4794.0000,3659.9400,360.0595,2822.0000,3398.0000,3697.0000,3913.0000,4470.0000,0.4507,0.1974,0.3587,0.3587,0.3587,0.4213,1.0000,38.5800,67433.9949,0.0572,true
103,2628.0000,4480.0000,2548.0000,4794.0000,3723.0600,390.2052,2628.0000,3436.0000,3744.0000,4010.0000,4480.0000,0.4473,0.1986,0.3552,0.3552,0.3552,0.4171,1.0000,-63.1200,-103922.6178,0.0607,true
104,2820.0000,4588.0000,2548.0000,4794.0000,3700.7000,351.7287,2820.0000,3489.0000,3681.0000,3894.5000,4588.0000,0.4439,0.1997,0.3516,0.3516,0.3516,0.4129,1.0000,22.3600,38986.8986,0.0574,true
105,2802.0000,4544.0000,2548.0000,4794.0000,3756.1400,353.4706,2802.0000,3529.5000,3811.0000,3973.0000,4544.0000,0.4406,0.2008,0.3481,0.3481,0.3481,0.4088,1.0000,-55.4400,-96871.2542,0.0572,true
106,2766.0000,4582.0000,2548.0000,4794.0000,3698.8000,362.1738,2766.0000,3386.0000,3720.0000,3930.5000,4582.0000,0.4373,0.2018,0.3446,0.3446,0.3446,0.4047,1.0000,57.3400,98530.6323,0.0582,true
107,2548.0000,4504.0000,2548.0000,4794.0000,3719.0800,369.2838,2548.0000,3502.0000,3730.0000,3981.0000,4504.0000,0.4341,0.2029,0.3412,0.3412,0.3412,0.4007,1.0000,-20.2800,-35437.9417,0.0572,true
108,2792.0000,4374.0000,2548.0000,4794.0000,3647.3800,352.7359,2792.0000,3415.5000,3639.0000,3909.5000,4374.0000,0.4308,0.2040,0.3378,0.3378,0.3378,0.3967,1.0000,71.7000,123271.4913,0.0582,true
109,2724.0000,4468.0000,2548.0000,4794.0000,3682.1000,344.5691,2724.0000,3445.5000,3702.0000,3932.0000,4468.0000,0.4276,0.2051,0.3344,0.3344,0.3344,0.3927,1.0000,-34.7200,-60638.4502,0.0573,true
110,2840.0000,4654.0000,2548.0000,4794.0000,3669.5800,395.5152,2840.0000,3371.0000,3657.0000,3950.0000,4654.0000,0.4245,0.2061,0.3310,0.3310,0.3310,0.3888,1.0000,12.5200,21879.8496,0.0572,true
111,2904.0000,4346.0000,2548.0000,4794.0000,3668.0000,311.1482,2904.0000,3457.0000,3649.0000,3882.0000,4346.0000,0.4213,0.2072,0.3277,0.3277,0.3277,0.3849,1.0000,1.5800,2782.9101,0.0568,true
112,3038.0000,4506.0000,2548.0000,4794.0000,3767.0600,377.6486,3038.0000,3442.0000,3789.0000,4047.5000,4506.0000,0.4182,0.2082,0.3244,0.3244,0.3244,0.3810,1.0000,-99.0600,-159897.2112,0.0620,true
113,2798.0000,4510.0000,2548.0000,4794.0000,3753.3400,359.4795,2798.0000,3490.5000,3759.0000,4045.0000,4510.0000,0.4152,0.2092,0.3212,0.3212,0.3212,0.3772,1.0000,13.7200,23508.4070,0.0584,true
114,2968.0000,4548.0000,2548.0000,4794.0000,3738.1200,313.5338,2968.0000,3519.0000,3749.0000,3928.0000,4548.0000,0.4121,0.2102,0.3180,0.3180,0.3180,0.3735,1.0000,15.2200,26546.2030,0.0573,true
115,2848.0000,4616.0000,2548.0000,4794.0000,3594.0600,356.1926,2848.0000,3309.5000,3500.0000,3880.0000,4616.0000,0.4091,0.2112,0.3148,0.3148,0.3148,0.3697,1.0000,144.0600,261147.1550,0.0552,true
116,2906.0000,4486.0000,2548.0000,4794.0000,3742.0200,362.2805,2906.0000,3503.5000,3800.0000,4007.0000,4486.0000,0.4061,0.2122,0.3117,0.3117,0.3117,0.3660,1.0000,-147.9600,-260273.0087,0.0568,true
117,2804.0000,4498.0000,2548.0000,4794.0000,3662.8600,362.1780,2804.0000,3444.5000,3693.0000,3933.0000,4498.0000,0.4032,0.2132,0.3085,0.3085,0.3085,0.3624,1.0000,79.1600,143450.2355,0.0552,true
118,2826.0000,4498.0000,2548.0000,4794.0000,3612.2800,386.8089,2826.0000,3339.5000,3621.0000,3870.5000,4498.0000,0.4003,0.2142,0.3055,0.3055,0.3055,0.3587,1.0000,50.5800,88993.3616,0.0568,true
119,2938.0000,4296.0000,2548.0000,4794.0000,3699.5000,337.2565,2938.0000,3469.5000,3739.0000,3950.5000,4296.0000,0.3974,0.2152,0.3024,0.3024,0.3024,0.3552,1.0000,-87.2200,-154679.6719,0.0564,true
120,3124.0000,4698.0000,2548.0000,4794.0000,3735.7600,326.6403,3124.0000,3518.5000,3720.0000,4012.0000,4698.0000,0.3945,0.2161,0.2994,0.2994,0.2994,0.3516,1.0000,-36.2600,-58264.0651,0.0622,true
121,2916.0000,4654.0000,2548.0000,4794.0000,3741.2200,327.2908,2916.0000,3528.5000,3770.0000,3972.5000,4654.0000,0.3917,0.2171,0.2964,0.2964,0.2964,0.3481,1.0000,-5.4600,-9397.9462,0.0581,true
122,2764.0000,4494.0000,2548.0000,4794.0000,3696.7200,369.5222,2764.0000,3472.0000,3667.0000,3967.5000,4494.0000,0.3889,0.2180,0.2934,0.2934,0.2934,0.3446,1.0000,44.5000,75295.9809,0.0591,true
123,2884.0000,4696.0000,2548.0000,4794.0000,3657.7200,329.2985,2884.0000,3437.5000,3617.0000,3882.5000,4696.0000,0.3861,0.2190,0.2905,0.2905,0.2905,0.3412,1.0000,39.0000,67984.2834,0.0574,true
124,2934.0000,4596.0000,2548.0000,4794.0000,3668.2000,371.2247,2934.0000,3389.5000,3612.0000,3962.0000,4596.0000,0.3833,0.2199,0.2876,0.2876,0.2876,0.3378,1.0000,-10.4800,-18651.2047,0.0562,true
125,2734.0000,4372.0000,2548.0000,4794.0000,3676.4000,346.6771,2734.0000,3477.5000,3671.0000,3931.0000,4372.0000,0.3806,0.2208,0.2847,0.2847,0.2847,0.3344,1.0000,-8.2000,-14419.3064,0.0569,true
126,2770.0000,4560.0000,2548.0000,4794.0000,3697.5000,364.9001,2770.0000,3492.5000,3683.0000,3919.5000,4560.0000,0.3779,0.2217,0.2819,0.2819,0.2819,0.3310,1.0000,-21.1000,-37415.1952,0.0564,true
127,2720.0000,4694.0000,2548.0000,4794.0000,3657.3000,380.5445,2720.0000,3390.0000,3697.0000,3901.0000,4694.0000,0.3753,0.2226,0.2790,0.2790,0.2790,0.3277,1.0000,40.2000,72353.1699,0.0556,true
128,2856.0000,4516.0000,2548.0000,4794.0000,3685.2000,364.3333,2856.0000,3447.5000,3696.0000,3906.5000,4516.0000,0.3726,0.2235,0.2763,0.2763,0.2763,0.3244,1.0000,-27.9000,-48611.9460,0.0574,true
129,2860.0000,4616.0000,2548.0000,4794.0000,3771.6600,332.6307,2860.0000,3591.5000,3819.0000,3979.0000,4616.0000,0.3700,0.2244,0.2735,0.2735,0.2735,0.3212,1.0000,-86.4600,-142414.5241,0.0617,true
130,2782.0000,4696.0000,2548.0000,4794.0000,3716.3400,348.6493,2782.0000,3458.0000,3694.0000,3950.5000,4696.0000,0.3674,0.2253,0.2708,0.2708,0.2708,0.3180,1.0000,55.3200,98307.5184,0.0553,true
131,2826.0000,4524.0000,2548.0000,4794.0000,3729.4600,354.9858,2826.0000,3529.0000,3733.0000,3996.0000,4524.0000,0.3648,0.2261,0.2680,0.2680,0.2680,0.3148,1.0000,-13.1200,-23177.9597,0.0566,true
132,2724.0000,4384.0000,2548.0000,4794.0000,3668.6000,339.7947,2724.0000,3407.0000,3657.0000,3898.5000,4384.0000,0.3623,0.2270,0.2654,0.2654,0.2654,0.3117,1.0000,60.8600,106747.2094,0.0570,true
133,2602.0000,4488.0000,2548.0000,4794.0000,3688.1800,376.6920,2602.0000,3507.0000,3667.0000,3951.0000,4488.0000,0.3598,0.2278,0.2627,0.2627,0.2627,0.3085,1.0000,-19.5800,-34928.5463,0.0561,true
134,2884.0000,4780.0000,2548.0000,4794.0000,3650.0000,354.2260,2884.0000,3442.0000,3629.0000,3840.0000,4780.0000,0.3573,0.2287,0.2601,0.2601,0.2601,0.3055,1.0000,38.1800,68325.5935,0.0559,true
135,2628.0000,4446.0000,2548.0000,4794.0000,3561.2200,372.3768,2628.0000,3339.5000,3566.0000,3795.5000,4446.0000,0.3548,0.2295,0.2575,0.2575,0.2575,0.3024,1.0000,88.7800,159445.6936,0.0557,true
136,2898.0000,4280.0000,2548.0000,4794.0000,3626.3200,306.2708,2898.0000,3398.0000,3635.0000,3851.0000,4280.0000,0.3524,0.2303,0.2549,0.2549,0.2549,0.2994,1.0000,-65.1000,-116767.7398,0.0568,true
137,2548.0000,4436.0000,2548.0000,4794.0000,3626.0600,401.9689,2548.0000,3369.5000,3647.0000,3901.0000,4436.0000,0.3500,0.2312,0.2524,0.2524,0.2524,0.2964,1.0000,0.2600,426.2568,0.0600,true
138,2612.0000,4482.0000,2548.0000,4794.0000,3639.0200,364.2300,2612.0000,3393.0000,3634.0000,3896.5000,4482.0000,0.3476,0.2320,0.2498,0.2498,0.2498,0.2934,1.0000,-12.9600,-22816.9817,0.0568,true
139,2910.0000,4532.0000,2548.0000,4794.0000,3663.4600,376.8769,2910.0000,3437.0000,3659.0000,3921.5000,4532.0000,0.3452,0.2328,0.2473,0.2473,0.2473,0.2905,1.0000,-24.4400,-41223.4805,0.0593,true
140,2548.0000,4596.0000,2548.0000,4794.0000,3675.5000,380.1611,2548.0000,3414.5000,3656.0000,3942.0000,4596.0000,0.3429,0.2336,0.2449,0.2449,0.2449,0.2876,1.0000,-12.0400,-21577.5636,0.0558,true
141,3032.0000,4546.0000,2548.0000,4794.0000,3674.9200,325.3517,3032.0000,3441.0000,3695.0000,3908.0000,4546.0000,0.3406,0.2344,0.2424,0.2424,0.2424,0.2847,1.0000,0.5800,1042.2451,0.0556,true
142,2782.0000,4428.0000,2548.0000,4794.0000,3636.6800,358.8165,2782.0000,3341.0000,3665.0000,3857.5000,4428.0000,0.3383,0.2352,0.2400,0.2400,0.2400,0.2819,1.0000,38.2400,68035.0779,0.0562,true
143,2548.0000,4368.0000,2548.0000,4794.0000,3613.5200,393.0938,2548.0000,3373.5000,3617.0000,3870.5000,4368.0000,0.3360,0.2359,0.2376,0.2376,0.2376,0.2790,1.0000,23.1600,41476.6103,0.0558,true
144,2802.0000,4472.0000,2548.0000,4794.0000,3701.1400,370.7891,2802.0000,3475.5000,3719.0000,3933.0000,4472.0000,0.3338,0.2367,0.2352,0.2352,0.2352,0.2763,1.0000,-87.6200,-159679.8385,0.0549,true
145,2796.0000,4470.0000,2548.0000,4794.0000,3612.7000,350.3970,2796.0000,3344.5000,3578.0000,3873.0000,4470.0000,0.3315,0.2375,0.2329,0.2329,0.2329,0.2735,1.0000,88.4400,148986.9594,0.0594,true
146,2932.0000,4836.0000,2548.0000,4836.0000,3692.4400,378.7538,2932.0000,3453.5000,3676.0000,3905.5000,4836.0000,0.3293,0.2382,0.2305,0.2305,0.2305,0.2708,1.0000,-79.7400,-144397.1410,0.0552,true
147,2592.0000,4518.0000,2548.0000,4836.0000,3641.3800,380.6578,2592.0000,3408.5000,3638.0000,3885.0000,4518.0000,0.3272,0.2390,0.2282,0.2282,0.2282,0.2680,1.0000,51.0600,90826.9414,0.0562,true
148,2804.0000,4672.0000,2548.0000,4836.0000,3721.1600,396.4836,2804.0000,3515.0000,3691.0000,4000.5000,4672.0000,0.3250,0.2397,0.2259,0.2259,0.2259,0.2654,1.0000,-79.7800,-138039.3840,0.0578,true
149,2808.0000,4264.0000,2548.0000,4836.0000,3630.2600,343.2737,2808.0000,3349.5000,3669.0000,3913.0000,4264.0000,0.3229,0.2404,0.2237,0.2237,0.2237,0.2627,1.0000,90.9000,164737.7788,0.0552,true
150,2854.0000,4516.0000,2548.0000,4836.0000,3683.9400,354.3289,2854.0000,3439.0000,3706.0000,3919.5000,4516.0000,0.3207,0.2412,0.2215,0.2215,0.2215,0.2601,1.0000,-53.6800,-94573.8100,0.0568,true
151,2756.0000,4742.0000,2548.0000,4836.0000,3649.1200,366.9561,2756.0000,3383.5000,3662.0000,3895.0000,4742.0000,0.3186,0.2419,0.2192,0.2192,0.2192,0.2575,1.0000,34.8200,62572.5551,0.0556,true
152,2770.0000,4764.0000,2548.0000,4836.0000,3624.7600,372.2872,2770.0000,3368.0000,3662.0000,3879.5000,4764.0000,0.3166,0.2426,0.2170,0.2170,0.2170,0.2549,1.0000,24.3600,42572.6759,0.0572,true
153,2586.0000,4494.0000,2548.0000,4836.0000,3595.1200,366.7255,2586.0000,3345.5000,3545.0000,3838.5000,4494.0000,0.3145,0.2433,0.2149,0.2149,0.2149,0.2524,1.0000,29.6400,52709.2632,0.0562,true
154,2856.0000,4650.0000,2548.0000,4836.0000,3648.1400,357.1577,2856.0000,3434.5000,3620.0000,3850.0000,4650.0000,0.3125,0.2440,0.2127,0.2127,0.2127,0.2498,1.0000,-53.0200,-88777.1129,0.0597,true
155,2642.0000,4444.0000,2548.0000,4836.0000,3684.5200,365.6729,2642.0000,3431.0000,3718.0000,3975.0000,4444.0000,0.3105,0.2447,0.2106,0.2106,0.2106,0.2473,1.0000,-36.3800,-63973.2712,0.0569,true
156,2548.0000,4446.0000,2548.0000,4836.0000,3615.0400,358.2222,2548.0000,3409.0000,3623.0000,3866.5000,4446.0000,0.3085,0.2454,0.2085,0.2085,0.2085,0.2449,1.0000,69.4800,120393.8271,0.0577,true
157,2824.0000,4504.0000,2548.0000,4836.0000,3602.2800,352.8350,2824.0000,3364.5000,3580.0000,3840.5000,4504.0000,0.3065,0.2460,0.2064,0.2064,0.2064,0.2424,1.0000,12.7600,22986.7250,0.0555,true
158,2790.0000,4592.0000,2548.0000,4836.0000,3644.0800,343.5944,2790.0000,3467.0000,3608.0000,3806.0000,4592.0000,0.3045,0.2467,0.2043,0.2043,0.2043,0.2400,1.0000,-41.8000,-73698.3340,0.0567,true
159,2930.0000,4654.0000,2548.0000,4836.0000,3685.6600,295.9655,2930.0000,3517.5000,3669.0000,3854.5000,4654.0000,0.3026,0.2474,0.2023,0.2023,0.2023,0.2376,1.0000,-41.5800,-75183.7554,0.0553,true
160,2836.0000,4518.0000,2548.0000,4836.0000,3633.5000,355.6403,2836.0000,3390.5000,3612.0000,3893.0000,4518.0000,0.3007,0.2480,0.2003,0.2003,0.2003,0.2352,1.0000,52.1600,91831.3093,0.0568,true
161,2900.0000,4406.0000,2548.0000,4836.0000,3679.7400,353.0912,2900.0000,3444.5000,3686.0000,3939.5000,4406.0000,0.2988,0.2487,0.1983,0.1983,0.1983,0.2329,1.0000,-46.2400,-82247.1398,0.0562,true
162,2858.0000,4420.0000,2548.0000,4836.0000,3632.7400,353.5856,2858.0000,3304.0000,3710.0000,3880.5000,4420.0000,0.2969,0.2493,0.1963,0.1963,0.1963,0.2305,1.0000,47.0000,82082.0191,0.0573,true
163,2548.0000,4476.0000,2548.0000,4836.0000,3608.6800,365.6174,2548.0000,3336.0000,3594.0000,3890.0000,4476.0000,0.2951,0.2500,0.1943,0.1943,0.1943,0.2282,1.0000,24.0600,39900.8284,0.0603,true
164,2750.0000,4568.0000,2548.0000,4836.0000,3671.1000,373.9109,2750.0000,3434.5000,3683.0000,3919.0000,4568.0000,0.2932,0.2506,0.1924,0.1924,0.1924,0.2259,1.0000,-62.4200,-103704.5898,0.0602,true
165,2682.0000,4742.0000,2548.0000,4836.0000,3628.4600,387.0959,2682.0000,3348.0000,3618.0000,3910.5000,4742.0000,0.2914,0.2512,0.1905,0.1905,0.1905,0.2237,1.0000,42.6400,72138.0367,0.0591,true
166,2714.0000,4558.0000,2548.0000,4836.0000,3655.4600,384.4136,2714.0000,3377.5000,3639.0000,3893.5000,4558.0000,0.2896,0.2519,0.1886,0.1886,0.1886,0.2215,1.0000,-27.0000,-46238.9733,0.0584,true
167,2690.0000,4590.0000,2548.0000,4836.0000,3643.0400,395.3688,2690.0000,3321.5000,3663.0000,3911.5000,4590.0000,0.2878,0.2525,0.1867,0.1867,0.1867,0.2192,1.0000,12.4200,21708.5048,0.0572,true
168,2664.0000,4642.0000,2548.0000,4836.0000,3623.7600,374.3360,2664.0000,3378.0000,3609.0000,3885.5000,4642.0000,0.2860,0.2531,0.1848,0.1848,0.1848,0.2170,1.0000,19.2800,32792.1829,0.0588,true
169,2786.0000,4480.0000,2548.0000,4836.0000,3639.1600,366.8143,2786.0000,3368.0000,3593.0000,3919.0000,4480.0000,0.2843,0.2537,0.1830,0.1830,0.1830,0.2149,1.0000,-15.4000,-27179.1885,0.0567,true
170,2904.0000,4548.0000,2548.0000,4836.0000,3609.7600,385.5095,2904.0000,3333.5000,3532.0000,3888.5000,4548.0000,0.2826,0.2543,0.1811,0.1811,0.1811,0.2127,1.0000,29.4000,49662.7494,0.0592,true
171,2944.0000,4308.0000,2548.0000,4836.0000,3599.2200,328.7690,2944.0000,3349.0000,3613.0000,3824.0000,4308.0000,0.2809,0.2549,0.1793,0.1793,0.1793,0.2106,1.0000,10.5400,17411.2998,0.0605,true
172,2672.0000,4610.0000,2548.0000,4836.0000,3676.3000,364.2767,2672.0000,3443.0000,3670.0000,3957.5000,4610.0000,0.2792,0.2555,0.1775,0.1775,0.1775,0.2085,1.0000,-77.0800,-131843.8468,0.0585,true
173,2548.0000,4316.0000,2548.0000,4836.0000,3614.9400,323.8737,2548.0000,3422.0000,3629.0000,3866.5000,4316.0000,0.2775,0.2560,0.1757,0.1757,0.1757,0.2064,1.0000,61.3600,103396.9679,0.0593,true
174,2548.0000,4558.0000,2548.0000,4836.0000,3689.1800,383.0054,2548.0000,3447.5000,3727.0000,3968.0000,4558.0000,0.2758,0.2566,0.1740,0.1740,0.1740,0.2043,1.0000,-74.2400,-128512.9439,0.0578,true
175,3032.0000,4480.0000,2548.0000,4836.0000,3615.1800,313.4851,3032.0000,3388.0000,3613.0000,3802.0000,4480.0000,0.2742,0.2572,0.1722,0.1722,0.1722,0.2023,1.0000,74.0000,126574.9170,0.0585,true
176,2654.0000,4346.0000,2548.0000,4836.0000,3635.7200,358.2149,2654.0000,3419.5000,3636.0000,3850.0000,4346.0000,0.2725,0.2578,0.1705,0.1705,0.1705,0.2003,1.0000,-20.5400,-35803.1212,0.0574,true
177,2548.0000,4436.0000,2548.0000,4836.0000,3580.7200,399.0000,2548.0000,3319.0000,3606.0000,3869.0000,4436.0000,0.2709,0.2583,0.1688,0.1688,0.1688,0.1983,1.0000,55.0000,95172.5045,0.0578,true
178,2800.0000,4298.0000,2548.0000,4836.0000,3594.8400,353.8248,2800.0000,3356.5000,3611.0000,3866.5000,4298.0000,0.2693,0.2589,0.1671,0.1671,0.1671,0.1963,1.0000,-14.1200,-25101.8206,0.0563,true
179,2548.0000,4532.0000,2548.0000,4836.0000,3622.0400,381.8116,2548.0000,3403.0000,3571.0000,3891.0000,4532.0000,0.2677,0.2594,0.1655,0.1655,0.1655,0.1943,1.0000,-27.2000,-47381.1465,0.0574,true
180,2790.0000,4340.0000,2548.0000,4836.0000,3559.5400,354.8908,2790.0000,3312.0000,3532.0000,3818.5000,4340.0000,0.2662,0.2600,0.1638,0.1638,0.1638,0.1924,1.0000,62.5000,102816.1762,0.0608,true
181,2548.0000,4678.0000,2548.0000,4836.0000,3564.7400,403.6490,2548.0000,3319.5000,3518.0000,3809.0000,4678.0000,0.2646,0.2605,0.1622,0.1622,0.1622,0.1905,1.0000,-5.2000,-9423.8409,0.0552,true
182,2548.0000,4604.0000,2548.0000,4836.0000,3577.2600,382.8920,2548.0000,3329.5000,3615.0000,3844.0000,4604.0000,0.2631,0.2610,0.1605,0.1605,0.1605,0.1886,1.0000,-12.5200,-20423.8104,0.0613,true
183,2548.0000,4362.0000,2548.0000,4836.0000,3625.0200,338.2128,2548.0000,3423.0000,3616.0000,3870.5000,4362.0000,0.2616,0.2615,0.1589,0.1589,0.1589,0.1867,1.0000,-47.7600,-84976.3095,0.0562,true
184,2548.0000,4736.0000,2548.0000,4836.0000,3618.6000,412.5030,2548.0000,3299.0000,3609.0000,3867.0000,4736.0000,0.2601,0.2621,0.1574,0.1574,0.1574,0.1848,1.0000,6.4200,11748.0214,0.0546,true
185,2804.0000,4492.0000,2548.0000,4836.0000,3649.5800,341.5368,2804.0000,3418.5000,3582.0000,3844.0000,4492.0000,0.2586,0.2626,0.1558,0.1558,0.1558,0.1830,1.0000,-30.9800,-53673.0897,0.0577,true
186,2804.0000,4722.0000,2548.0000,4836.0000,3615.6600,389.5629,2804.0000,3318.5000,3623.0000,3895.5000,4722.0000,0.2571,0.2631,0.1542,0.1542,0.1542,0.1811,1.0000,33.9200,61421.7913,0.0552,true
187,2706.0000,4536.0000,2548.0000,4836.0000,3589.4000,370.3534,2706.0000,3363.0000,3598.0000,3812.0000,4536.0000,0.2556,0.2636,0.1527,0.1527,0.1527,0.1793,1.0000,26.2600,46722.4038,0.0562,true
188,2592.0000,4422.0000,2548.0000,4836.0000,3604.4800,411.7554,2592.0000,3356.5000,3632.0000,3912.0000,4422.0000,0.2542,0.2641,0.1512,0.1512,0.1512,0.1775,1.0000,-15.0800,-25603.1512,0.0589,true
189,2586.0000,4582.0000,2548.0000,4836.0000,3565.9400,372.4484,2586.0000,3308.5000,3622.0000,3842.5000,4582.0000,0.2528,0.2646,0.1496,0.1496,0.1496,0.1757,1.0000,38.5400,69746.6932,0.0553,true
190,2548.0000,4618.0000,2548.0000,4836.0000,3649.9800,372.7990,2548.0000,3408.5000,3684.0000,3857.0000,4618.0000,0.2513,0.2651,0.1481,0.1481,0.1481,0.1740,1.0000,-84.0400,-146292.1282,0.0574,true
191,2824.0000,4496.0000,2548.0000,4836.0000,3588.7000,381.0823,2824.0000,3252.5000,3605.0000,3841.0000,4496.0000,0.2499,0.2656,0.1467,0.1467,0.1467,0.1722,1.0000,61.2800,108469.5841,0.0565,true
192,2548.0000,4450.0000,2548.0000,4836.0000,3574.0000,430.3333,2548.0000,3299.0000,3557.0000,3911.0000,4450.0000,0.2486,0.2661,0.1452,0.1452,0.1452,0.1705,1.0000,14.7000,24827.5163,0.0592,true
193,2548.0000,4522.0000,2548.0000,4836.0000,3622.2000,347.3481,2548.0000,3398.5000,3601.0000,3835.0000,4522.0000,0.2472,0.2665,0.1437,0.1437,0.1437,0.1688,1.0000,-48.2000,-86318.2062,0.0558,true
194,2548.0000,4474.0000,2548.0000,4836.0000,3648.9000,397.0836,2548.0000,3370.5000,3618.0000,3953.5000,4474.0000,0.2458,0.2670,0.1423,0.1423,0.1423,0.1671,1.0000,-26.7000,-46441.8902,0.0575,true
195,2548.0000,4448.0000,2548.0000,4836.0000,3503.3400,397.1081,2548.0000,3247.5000,3468.0000,3744.0000,4448.0000,0.2445,0.2675,0.1409,0.1409,0.1409,0.1655,1.0000,145.5600,263327.8519,0.0553,true
196,2548.0000,4778.0000,2548.0000,4836.0000,3621.4000,428.1531,2548.0000,3387.0000,3586.0000,3953.5000,4778.0000,0.2431,0.2679,0.1395,0.1395,0.1395,0.1638,1.0000,-118.0600,-209147.8721,0.0564,true
197,2602.0000,4462.0000,2548.0000,4836.0000,3599.6000,361.3642,2602.0000,3357.5000,3630.0000,3832.5000,4462.0000,0.2418,0.2684,0.1381,0.1381,0.1381,0.1622,1.0000,21.8000,36683.6006,0.0594,true
198,2548.0000,4424.0000,2548.0000,4836.0000,3545.0000,406.6541,2548.0000,3286.0000,3499.0000,3862.5000,4424.0000,0.2405,0.2689,0.1367,0.1367,0.1367,0.1605,1.0000,54.6000,96688.3360,0.0565,true
199,2548.0000,4386.0000,2548.0000,4836.0000,3468.8400,398.9079,2548.0000,3198.5000,3445.0000,3780.0000,4386.0000,0.2392,0.2693,0.1353,0.1353,0.1353,0.1589,1.0000,76.1600,134748.7615,0.0565,true
