Iteration,CurrentMin,CurrentMax,HistoricalMin,HistoricalMax,MeanFitness,StandardDevFitness,P0   ,P25  ,P50  ,P75  ,P100 ,MeanPheromone,StandardDevPheromone,P0   ,P25  ,P50  ,P75  ,P100 ,StepGradient(u/iter),TimeGradient(u/s),ElapsedTime(s),PheromoneImageSaved
200,2548.0000,4422.0000,2548.0000,4836.0000,3586.6400,377.0835,2548.0000,3381.0000,3602.0000,3882.0000,4422.0000,0.2379,0.2698,0.1340,0.1340,0.1340,0.1574,1.0000,-117.8000,-201115.5253,0.0586,true
201,2548.0000,4440.0000,2548.0000,4836.0000,3593.9000,411.3942,2548.0000,3287.5000,3604.0000,3924.5000,4440.0000,0.2367,0.2702,0.1326,0.1326,0.1326,0.1558,1.0000,-7.2600,-12897.8388,0.0563,true
202,2548.0000,4470.0000,2548.0000,4836.0000,3559.4200,425.3869,2548.0000,3299.0000,3564.0000,3898.0000,4470.0000,0.2354,0.2706,0.1313,0.1313,0.1313,0.1542,1.0000,34.4800,62138.4419,0.0555,true
203,2548.0000,4446.0000,2548.0000,4836.0000,3548.5400,357.9050,2548.0000,3344.5000,3555.0000,3748.5000,4446.0000,0.2342,0.2711,0.1300,0.1300,0.1300,0.1527,1.0000,10.8800,19267.2768,0.0565,true
204,2804.0000,4542.0000,2548.0000,4836.0000,3571.4800,367.4836,2804.0000,3281.0000,3512.0000,3844.5000,4542.0000,0.2329,0.2715,0.1287,0.1287,0.1287,0.1512,1.0000,-22.9400,-36282.4846,0.0632,true
205,2548.0000,4512.0000,2548.0000,4836.0000,3555.4600,406.7129,2548.0000,3302.0000,3591.0000,3850.0000,4512.0000,0.2317,0.2719,0.1274,0.1274,0.1274,0.1496,1.0000,16.0200,26609.4834,0.0602,true
206,2548.0000,4474.0000,2548.0000,4836.0000,3564.5200,374.0560,2548.0000,3356.0000,3559.0000,3777.5000,4474.0000,0.2305,0.2723,0.1261,0.1261,0.1261,0.1481,1.0000,-9.0600,-16438.3562,0.0561,true
207,2548.0000,4418.0000,2548.0000,4836.0000,3603.5200,392.4632,2548.0000,3415.0000,3641.0000,3862.0000,4418.0000,0.2293,0.2728,0.1249,0.1249,0.1249,0.1467,1.0000,-39.0000,-69594.0171,0.0550,true
208,2548.0000,4212.0000,2548.0000,4836.0000,3528.3000,356.8555,2548.0000,3281.0000,3493.0000,3816.5000,4212.0000,0.2281,0.2732,0.1236,0.1236,0.1236,0.1452,1.0000,75.2200,133100.9405,0.0565,true
209,2548.0000,4394.0000,2548.0000,4836.0000,3608.8000,351.3633,2548.0000,3386.0000,3632.0000,3842.0000,4394.0000,0.2270,0.2736,0.1224,0.1224,0.1224,0.1437,1.0000,-80.5000,-139385.7331,0.0578,true
210,2548.0000,4344.0000,2548.0000,4836.0000,3557.1000,424.7242,2548.0000,3314.5000,3581.0000,3855.5000,4344.0000,0.2258,0.2740,0.1212,0.1212,0.1212,0.1423,1.0000,51.7000,92928.6175,0.0556,true
211,2548.0000,4428.0000,2548.0000,4836.0000,3548.7400,367.1569,2548.0000,3325.0000,3506.0000,3785.0000,4428.0000,0.2247,0.2744,0.1200,0.1200,0.1200,0.1409,1.0000,8.3600,14608.1572,0.0572,true
212,2586.0000,4434.0000,2548.0000,4836.0000,3653.6400,381.3534,2586.0000,3372.5000,3606.0000,3957.5000,4434.0000,0.2235,0.2748,0.1188,0.1188,0.1188,0.1395,1.0000,-104.9000,-186516.4104,0.0562,true
213,2652.0000,4444.0000,2548.0000,4836.0000,3590.8800,353.9917,2652.0000,3337.5000,3597.0000,3834.5000,4444.0000,0.2224,0.2752,0.1176,0.1176,0.1176,0.1381,1.0000,62.7600,110726.1064,0.0567,true
214,2548.0000,4418.0000,2548.0000,4836.0000,3530.1400,414.4372,2548.0000,3282.5000,3550.0000,3779.0000,4418.0000,0.2213,0.2756,0.1164,0.1164,0.1164,0.1367,1.0000,60.7400,100537.4466,0.0604,true
215,2548.0000,4508.0000,2548.0000,4836.0000,3510.7800,432.1563,2548.0000,3304.5000,3513.0000,3768.0000,4508.0000,0.2202,0.2759,0.1152,0.1152,0.1152,0.1353,1.0000,19.3600,33815.8260,0.0573,true
216,2548.0000,4738.0000,2548.0000,4836.0000,3604.6200,391.7778,2548.0000,3295.0000,3620.0000,3860.0000,4738.0000,0.2191,0.2763,0.1141,0.1141,0.1141,0.1340,1.0000,-93.8400,-161333.8583,0.0582,true
217,2548.0000,4250.0000,2548.0000,4836.0000,3519.2400,363.3153,2548.0000,3273.5000,3523.0000,3768.5000,4250.0000,0.2180,0.2767,0.1129,0.1129,0.1129,0.1326,1.0000,85.3800,138961.2250,0.0614,true
218,2548.0000,4262.0000,2548.0000,4836.0000,3546.4600,366.3990,2548.0000,3288.5000,3536.0000,3811.5000,4262.0000,0.2169,0.2771,0.1118,0.1118,0.1118,0.1313,1.0000,-27.2200,-47656.1474,0.0571,true
219,2548.0000,4726.0000,2548.0000,4836.0000,3561.1800,408.1351,2548.0000,3336.5000,3568.0000,3808.5000,4726.0000,0.2159,0.2774,0.1107,0.1107,0.1107,0.1300,1.0000,-14.7200,-26278.0655,0.0560,true
220,2512.0000,4520.0000,2512.0000,4836.0000,3446.0600,396.3855,2512.0000,3155.5000,3427.0000,3736.5000,4520.0000,0.2172,0.2746,0.1096,0.1096,0.1118,0.1467,1.0000,115.1200,203713.2725,0.0565,true
221,2548.0000,4580.0000,2512.0000,4836.0000,3487.2800,386.1513,2548.0000,3217.5000,3483.0000,3706.5000,4580.0000,0.2186,0.2723,0.1085,0.1085,0.1107,0.1452,1.0000,-41.2200,-71047.4063,0.0580,true
222,2548.0000,4608.0000,2512.0000,4836.0000,3542.0200,410.4352,2548.0000,3268.0000,3521.0000,3839.0000,4608.0000,0.2199,0.2704,0.1074,0.1074,0.1096,0.1437,1.0000,-54.7400,-88938.8590,0.0615,true
223,2548.0000,4510.0000,2512.0000,4836.0000,3491.4400,381.0562,2548.0000,3232.5000,3489.0000,3712.5000,4510.0000,0.2212,0.2689,0.1063,0.1063,0.1085,0.1423,1.0000,50.5800,89957.5823,0.0562,true
224,2548.0000,4474.0000,2512.0000,4836.0000,3526.9800,421.0621,2548.0000,3244.0000,3508.0000,3803.5000,4474.0000,0.2225,0.2679,0.1053,0.1053,0.1074,0.1409,1.0000,-35.5400,-63256.3305,0.0562,true
225,2548.0000,4624.0000,2512.0000,4836.0000,3505.6400,378.3052,2548.0000,3263.0000,3463.0000,3662.0000,4624.0000,0.2238,0.2673,0.1042,0.1042,0.1063,0.1395,1.0000,21.3400,37296.7380,0.0572,true
226,2602.0000,4596.0000,2512.0000,4836.0000,3555.9600,394.7451,2602.0000,3292.5000,3495.0000,3833.5000,4596.0000,0.2250,0.2672,0.1032,0.1032,0.1053,0.1381,1.0000,-50.3200,-87952.5001,0.0572,true
227,2814.0000,4244.0000,2512.0000,4836.0000,3510.1200,361.8552,2814.0000,3242.5000,3498.0000,3764.0000,4244.0000,0.2263,0.2675,0.1021,0.1021,0.1042,0.1367,1.0000,45.8400,80869.5238,0.0567,true
228,2954.0000,4708.0000,2512.0000,4836.0000,3623.5800,364.0495,2954.0000,3374.5000,3591.0000,3847.0000,4708.0000,0.2275,0.2682,0.1011,0.1011,0.1032,0.1353,1.0000,-113.4600,-198166.0990,0.0573,true
229,2602.0000,4516.0000,2512.0000,4836.0000,3576.6600,424.6412,2602.0000,3273.5000,3532.0000,3894.5000,4516.0000,0.2287,0.2693,0.1001,0.1001,0.1021,0.1340,1.0000,46.9200,80680.1065,0.0582,true
230,2548.0000,4332.0000,2512.0000,4836.0000,3474.3600,406.3461,2548.0000,3181.5000,3437.0000,3800.5000,4332.0000,0.2300,0.2707,0.0991,0.0991,0.1011,0.1326,1.0000,102.3000,176268.9903,0.0580,true
231,2548.0000,4654.0000,2512.0000,4836.0000,3475.1000,377.5907,2548.0000,3202.0000,3499.0000,3725.5000,4654.0000,0.2312,0.2725,0.0981,0.0981,0.1001,0.1313,1.0000,-0.7400,-1318.8027,0.0561,true
232,2548.0000,4358.0000,2512.0000,4836.0000,3560.7200,379.1422,2548.0000,3295.0000,3585.0000,3818.5000,4358.0000,0.2324,0.2746,0.0971,0.0971,0.0991,0.1300,1.0000,-85.6200,-153848.9183,0.0557,true
233,2548.0000,4538.0000,2512.0000,4836.0000,3541.8000,405.1558,2548.0000,3302.0000,3508.0000,3800.0000,4538.0000,0.2335,0.2771,0.0962,0.0962,0.0981,0.1287,1.0000,18.9200,33062.7616,0.0572,true
234,2422.0000,4308.0000,2422.0000,4836.0000,3466.5200,356.3135,2422.0000,3215.0000,3499.0000,3726.5000,4308.0000,0.2352,0.2782,0.0952,0.0952,0.0971,0.1274,1.0000,75.2800,131548.5968,0.0572,true
235,2548.0000,4424.0000,2422.0000,4836.0000,3541.4000,375.3430,2548.0000,3299.0000,3483.0000,3817.5000,4424.0000,0.2369,0.2798,0.0942,0.0942,0.0962,0.1261,1.0000,-74.8800,-132054.1761,0.0567,true
236,2418.0000,4400.0000,2418.0000,4836.0000,3546.5200,421.8939,2418.0000,3261.5000,3566.0000,3870.5000,4400.0000,0.2386,0.2798,0.0933,0.0933,0.1001,0.1347,1.0000,-5.1200,-9106.3342,0.0562,true
237,2512.0000,4470.0000,2418.0000,4836.0000,3527.0600,442.5595,2512.0000,3221.0000,3496.0000,3850.5000,4470.0000,0.2403,0.2800,0.0924,0.0924,0.0991,0.1747,1.0000,19.4600,33939.9267,0.0573,true
238,2474.0000,4370.0000,2418.0000,4836.0000,3499.0600,390.4267,2474.0000,3189.0000,3520.0000,3774.0000,4370.0000,0.2419,0.2807,0.0914,0.0914,0.0981,0.1766,1.0000,28.0000,46986.4880,0.0596,true
239,2418.0000,4400.0000,2418.0000,4836.0000,3473.8800,409.5946,2418.0000,3181.0000,3431.0000,3838.0000,4400.0000,0.2435,0.2818,0.0905,0.0905,0.0971,0.1749,1.0000,25.1800,41752.8226,0.0603,true
240,2684.0000,4424.0000,2418.0000,4836.0000,3502.4600,361.9721,2684.0000,3252.0000,3480.0000,3773.5000,4424.0000,0.2450,0.2834,0.0896,0.0896,0.0962,0.1731,1.0000,-28.5800,-49814.0253,0.0574,true
241,2512.0000,4364.0000,2418.0000,4836.0000,3445.1800,394.4795,2512.0000,3194.0000,3453.0000,3723.5000,4364.0000,0.2466,0.2854,0.0887,0.0887,0.0952,0.1714,1.0000,57.2800,103850.8956,0.0552,true
242,2422.0000,4412.0000,2418.0000,4836.0000,3463.8000,406.4495,2422.0000,3184.5000,3479.0000,3715.0000,4412.0000,0.2482,0.2878,0.0878,0.0878,0.0942,0.1697,1.0000,-18.6200,-31546.5965,0.0590,true
243,2418.0000,4662.0000,2418.0000,4836.0000,3537.9400,428.1722,2418.0000,3283.5000,3488.0000,3831.0000,4662.0000,0.2497,0.2906,0.0870,0.0870,0.0933,0.1680,1.0000,-74.1400,-125161.2206,0.0592,true
244,2418.0000,4432.0000,2418.0000,4836.0000,3436.4400,434.3961,2418.0000,3267.0000,3407.0000,3673.0000,4432.0000,0.2512,0.2937,0.0861,0.0861,0.0924,0.1663,1.0000,101.5000,177315.1860,0.0572,true
245,2444.0000,4346.0000,2418.0000,4836.0000,3493.5600,361.9769,2444.0000,3245.0000,3506.0000,3720.0000,4346.0000,0.2523,0.2960,0.0852,0.0852,0.0914,0.1646,1.0000,-57.1200,-102478.3543,0.0557,true
246,2422.0000,4394.0000,2418.0000,4836.0000,3476.9800,357.2129,2422.0000,3230.5000,3434.0000,3720.0000,4394.0000,0.2530,0.2978,0.0844,0.0844,0.0905,0.1630,1.0000,16.5800,28990.6261,0.0572,true
247,2418.0000,4304.0000,2418.0000,4836.0000,3434.5600,389.7307,2418.0000,3225.5000,3410.0000,3677.0000,4304.0000,0.2533,0.2989,0.0835,0.0835,0.0896,0.1614,1.0000,42.4200,70457.2747,0.0602,true
248,2530.0000,4352.0000,2418.0000,4836.0000,3459.2000,390.9828,2530.0000,3163.5000,3461.0000,3719.5000,4352.0000,0.2535,0.2997,0.0827,0.0827,0.0887,0.1597,1.0000,-24.6400,-41609.5324,0.0592,true
249,2418.0000,4562.0000,2418.0000,4836.0000,3511.5000,424.0273,2418.0000,3220.0000,3499.0000,3857.5000,4562.0000,0.2536,0.3008,0.0819,0.0819,0.0878,0.1581,1.0000,-52.3000,-94773.3323,0.0552,true
250,2418.0000,4394.0000,2418.0000,4836.0000,3429.5800,407.7970,2418.0000,3157.5000,3440.0000,3765.0000,4394.0000,0.2537,0.3020,0.0811,0.0811,0.0870,0.1566,1.0000,81.9200,148325.4541,0.0552,true
251,2490.0000,4214.0000,2418.0000,4836.0000,3448.9000,416.1473,2490.0000,3167.0000,3439.0000,3716.0000,4214.0000,0.2538,0.3035,0.0802,0.0802,0.0861,0.1550,1.0000,-19.3200,-34099.2125,0.0567,true
252,2512.0000,4430.0000,2418.0000,4836.0000,3498.2800,384.7933,2512.0000,3256.5000,3486.0000,3785.0000,4430.0000,0.2540,0.3051,0.0794,0.0794,0.0852,0.1535,1.0000,-49.3800,-86305.5861,0.0572,true
253,2320.0000,4442.0000,2320.0000,4836.0000,3418.5800,386.2667,2320.0000,3138.0000,3420.0000,3656.5000,4442.0000,0.2552,0.3038,0.0787,0.0787,0.0844,0.1519,1.0000,79.7000,136863.0374,0.0582,true
254,2492.0000,4626.0000,2320.0000,4836.0000,3497.0000,410.7740,2492.0000,3237.0000,3448.0000,3780.5000,4626.0000,0.2564,0.3030,0.0779,0.0779,0.0835,0.1763,1.0000,-78.4200,-136972.6631,0.0573,true
255,2498.0000,4472.0000,2320.0000,4836.0000,3451.7800,426.7737,2498.0000,3161.5000,3413.0000,3800.5000,4472.0000,0.2576,0.3027,0.0771,0.0771,0.0827,0.2177,1.0000,45.2200,79617.3017,0.0568,true
256,2576.0000,4504.0000,2320.0000,4836.0000,3460.5000,432.1383,2576.0000,3161.0000,3402.0000,3734.0000,4504.0000,0.2588,0.3028,0.0763,0.0763,0.0819,0.2586,1.0000,-8.7200,-14163.1096,0.0616,true
257,2418.0000,4282.0000,2320.0000,4836.0000,3396.1200,419.2523,2418.0000,3124.5000,3378.0000,3677.0000,4282.0000,0.2600,0.3033,0.0756,0.0756,0.0811,0.2991,1.0000,64.3800,115636.8378,0.0557,true
258,2418.0000,4358.0000,2320.0000,4836.0000,3407.5000,448.0815,2418.0000,3144.5000,3356.0000,3681.0000,4358.0000,0.2611,0.3042,0.0748,0.0748,0.0802,0.3392,1.0000,-11.3800,-19553.8022,0.0582,true
259,2320.0000,4286.0000,2320.0000,4836.0000,3447.1000,403.0572,2320.0000,3175.5000,3494.0000,3780.0000,4286.0000,0.2621,0.3051,0.0740,0.0740,0.0794,0.3789,1.0000,-39.6000,-70430.9270,0.0562,true
260,2320.0000,4444.0000,2320.0000,4836.0000,3372.4600,390.8968,2320.0000,3106.0000,3370.0000,3606.5000,4444.0000,0.2630,0.3061,0.0733,0.0733,0.0787,0.4182,1.0000,74.6400,130539.2615,0.0572,true
261,2418.0000,4292.0000,2320.0000,4836.0000,3405.5400,393.0228,2418.0000,3159.0000,3384.0000,3675.0000,4292.0000,0.2634,0.3063,0.0726,0.0726,0.0779,0.4572,1.0000,-33.0800,-56856.8541,0.0582,true
262,2320.0000,4422.0000,2320.0000,4836.0000,3504.7600,475.8738,2320.0000,3222.0000,3491.0000,3834.5000,4422.0000,0.2637,0.3066,0.0718,0.0718,0.0771,0.4840,1.0000,-99.2200,-168700.1823,0.0588,true
263,2418.0000,4546.0000,2320.0000,4836.0000,3415.8200,426.3817,2418.0000,3165.0000,3401.0000,3654.0000,4546.0000,0.2640,0.3072,0.0711,0.0711,0.0763,0.5223,1.0000,88.9400,157289.5408,0.0565,true
264,2418.0000,4594.0000,2320.0000,4836.0000,3399.4200,405.4866,2418.0000,3126.5000,3380.0000,3668.0000,4594.0000,0.2643,0.3078,0.0704,0.0704,0.0756,0.5601,1.0000,16.4000,26884.4085,0.0610,true
265,2320.0000,4554.0000,2320.0000,4836.0000,3411.4800,434.1379,2320.0000,3129.0000,3416.0000,3650.5000,4554.0000,0.2644,0.3084,0.0697,0.0697,0.0748,0.5976,1.0000,-12.0600,-20922.6798,0.0576,true
266,2474.0000,4558.0000,2320.0000,4836.0000,3381.1400,455.2712,2474.0000,3106.5000,3269.0000,3764.5000,4558.0000,0.2645,0.3093,0.0690,0.0690,0.0740,0.6235,1.0000,30.3400,53210.5200,0.0570,true
267,2512.0000,4328.0000,2320.0000,4836.0000,3437.2800,452.2001,2512.0000,3123.0000,3452.0000,3820.5000,4328.0000,0.2646,0.3104,0.0683,0.0683,0.0733,0.6173,1.0000,-56.1400,-98408.5304,0.0570,true
268,2512.0000,4358.0000,2320.0000,4836.0000,3422.6800,411.0552,2512.0000,3123.5000,3432.0000,3704.5000,4358.0000,0.2647,0.3117,0.0676,0.0676,0.0726,0.6111,1.0000,14.6000,25022.9234,0.0583,true
269,2320.0000,4410.0000,2320.0000,4836.0000,3339.2600,438.0674,2320.0000,3091.5000,3374.0000,3591.0000,4410.0000,0.2648,0.3132,0.0670,0.0670,0.0718,0.6050,1.0000,83.4200,141966.8415,0.0588,true
270,2512.0000,4228.0000,2320.0000,4836.0000,3412.3200,405.9354,2512.0000,3117.5000,3426.0000,3705.0000,4228.0000,0.2649,0.3149,0.0663,0.0663,0.0711,0.5990,1.0000,-73.0600,-129856.7417,0.0563,true
271,2418.0000,4454.0000,2320.0000,4836.0000,3355.4200,412.9747,2418.0000,3064.0000,3365.0000,3665.0000,4454.0000,0.2650,0.3169,0.0656,0.0656,0.0704,0.5930,1.0000,56.9000,102945.8060,0.0553,true
272,2320.0000,4408.0000,2320.0000,4836.0000,3398.3000,419.8996,2320.0000,3134.0000,3430.0000,3694.5000,4408.0000,0.2651,0.3190,0.0650,0.0650,0.0697,0.5870,1.0000,-42.8800,-74347.5087,0.0577,true
273,2492.0000,4372.0000,2320.0000,4836.0000,3428.2600,394.7690,2492.0000,3114.5000,3404.0000,3706.5000,4372.0000,0.2652,0.3212,0.0643,0.0643,0.0690,0.5812,1.0000,-29.9600,-48732.7215,0.0615,true
274,2320.0000,4194.0000,2320.0000,4836.0000,3368.1200,418.6190,2320.0000,3091.5000,3387.0000,3650.0000,4194.0000,0.2653,0.3237,0.0637,0.0637,0.0683,0.5754,1.0000,60.1400,103348.6048,0.0582,true
275,2320.0000,4320.0000,2320.0000,4836.0000,3364.4000,426.0746,2320.0000,3141.5000,3402.0000,3678.0000,4320.0000,0.2654,0.3263,0.0630,0.0630,0.0676,0.5696,1.0000,3.7200,6550.2760,0.0568,true
276,2320.0000,4298.0000,2320.0000,4836.0000,3320.3800,452.6660,2320.0000,3111.0000,3307.0000,3658.5000,4298.0000,0.2654,0.3289,0.0624,0.0624,0.0670,0.5639,1.0000,44.0200,76920.9263,0.0572,true
277,2320.0000,4304.0000,2320.0000,4836.0000,3408.8800,409.0394,2320.0000,3142.5000,3410.0000,3690.0000,4304.0000,0.2643,0.3290,0.0618,0.0618,0.0663,0.5583,1.0000,-88.5000,-147984.1548,0.0598,true
278,2320.0000,4258.0000,2320.0000,4836.0000,3366.8800,408.1820,2320.0000,3120.0000,3328.0000,3671.5000,4258.0000,0.2627,0.3282,0.0612,0.0612,0.0656,0.5527,1.0000,42.0000,74113.0259,0.0567,true
279,2320.0000,4358.0000,2320.0000,4836.0000,3400.8600,449.2458,2320.0000,3151.5000,3367.0000,3757.0000,4358.0000,0.2612,0.3274,0.0606,0.0606,0.0650,0.5472,1.0000,-33.9800,-58494.4312,0.0581,true
280,2320.0000,4782.0000,2320.0000,4836.0000,3328.0200,480.5265,2320.0000,3064.0000,3342.0000,3645.5000,4782.0000,0.2597,0.3267,0.0600,0.0600,0.0643,0.5417,1.0000,72.8400,130700.4244,0.0557,true
281,2364.0000,4490.0000,2320.0000,4836.0000,3434.5200,427.4927,2364.0000,3196.0000,3419.0000,3692.5000,4490.0000,0.2582,0.3259,0.0594,0.0594,0.0637,0.5363,1.0000,-106.5000,-176813.3747,0.0602,true
282,2320.0000,4460.0000,2320.0000,4836.0000,3366.4200,464.7379,2320.0000,3079.0000,3303.0000,3742.5000,4460.0000,0.2568,0.3252,0.0588,0.0588,0.0630,0.5309,1.0000,68.1000,119980.1266,0.0568,true
283,2320.0000,4306.0000,2320.0000,4836.0000,3312.8400,393.4468,2320.0000,3027.5000,3300.0000,3563.5000,4306.0000,0.2553,0.3245,0.0582,0.0582,0.0624,0.5256,1.0000,53.5800,95294.8395,0.0562,true
284,2444.0000,4494.0000,2320.0000,4836.0000,3311.7000,430.8931,2444.0000,3021.5000,3283.0000,3542.0000,4494.0000,0.2539,0.3238,0.0576,0.0576,0.0618,0.5203,1.0000,1.1400,1959.1635,0.0582,true
285,2528.0000,4266.0000,2320.0000,4836.0000,3402.8000,405.4017,2528.0000,3097.5000,3408.0000,3755.0000,4266.0000,0.2524,0.3231,0.0570,0.0570,0.0612,0.5151,1.0000,-91.1000,-154360.4715,0.0590,true
286,2320.0000,4650.0000,2320.0000,4836.0000,3398.2200,467.0352,2320.0000,3125.5000,3377.0000,3739.0000,4650.0000,0.2510,0.3225,0.0565,0.0565,0.0606,0.5100,1.0000,4.5800,7749.1443,0.0591,true
287,2418.0000,4318.0000,2320.0000,4836.0000,3245.9200,426.5118,2418.0000,2995.0000,3172.0000,3482.0000,4318.0000,0.2496,0.3218,0.0559,0.0559,0.0600,0.5049,1.0000,152.3000,262474.8813,0.0580,true
288,2364.0000,4260.0000,2320.0000,4836.0000,3321.1000,395.9659,2364.0000,3082.5000,3296.0000,3574.0000,4260.0000,0.2482,0.3212,0.0553,0.0553,0.0594,0.4998,1.0000,-75.1800,-132411.3735,0.0568,true
289,2320.0000,4218.0000,2320.0000,4836.0000,3338.1400,455.9012,2320.0000,3016.5000,3364.0000,3679.5000,4218.0000,0.2469,0.3206,0.0548,0.0548,0.0588,0.4948,1.0000,-17.0400,-29026.8839,0.0587,true
290,2320.0000,4322.0000,2320.0000,4836.0000,3319.0800,399.9611,2320.0000,3019.5000,3333.0000,3583.5000,4322.0000,0.2455,0.3200,0.0542,0.0542,0.0582,0.4899,1.0000,19.0600,31695.7738,0.0601,true
291,2320.0000,4368.0000,2320.0000,4836.0000,3335.8200,430.7802,2320.0000,3068.0000,3333.0000,3595.5000,4368.0000,0.2442,0.3194,0.0537,0.0537,0.0576,0.4850,1.0000,-16.7400,-30094.7066,0.0556,true
292,2418.0000,4190.0000,2320.0000,4836.0000,3350.3400,431.1142,2418.0000,3024.0000,3306.0000,3689.5000,4190.0000,0.2428,0.3189,0.0531,0.0531,0.0570,0.4801,1.0000,-14.5200,-25380.3114,0.0572,true
293,2320.0000,4414.0000,2320.0000,4836.0000,3383.7000,453.9508,2320.0000,3063.5000,3369.0000,3771.0000,4414.0000,0.2415,0.3183,0.0526,0.0526,0.0565,0.4753,1.0000,-33.3600,-60656.6409,0.0550,true
294,2320.0000,4610.0000,2320.0000,4836.0000,3338.1400,500.1855,2320.0000,2993.5000,3343.0000,3668.0000,4610.0000,0.2402,0.3178,0.0521,0.0521,0.0559,0.4706,1.0000,45.5600,79715.9899,0.0572,true
295,2320.0000,4660.0000,2320.0000,4836.0000,3303.3400,456.3245,2320.0000,2937.0000,3268.0000,3611.0000,4660.0000,0.2389,0.3173,0.0516,0.0516,0.0553,0.4659,1.0000,34.8000,60372.5402,0.0576,true
296,2320.0000,4220.0000,2320.0000,4836.0000,3285.1000,432.3198,2320.0000,3018.0000,3281.0000,3570.5000,4220.0000,0.2377,0.3168,0.0511,0.0511,0.0548,0.4612,1.0000,18.2400,32551.3165,0.0560,true
297,2320.0000,4552.0000,2320.0000,4836.0000,3286.4400,475.8270,2320.0000,2971.0000,3274.0000,3554.5000,4552.0000,0.2364,0.3163,0.0505,0.0505,0.0542,0.4566,1.0000,-1.3400,-2370.1964,0.0565,true
298,2320.0000,4384.0000,2320.0000,4836.0000,3282.2800,477.0615,2320.0000,3008.0000,3272.0000,3581.0000,4384.0000,0.2351,0.3158,0.0500,0.0500,0.0537,0.4520,1.0000,4.1600,6763.9857,0.0615,true
299,2372.0000,4368.0000,2320.0000,4836.0000,3323.4400,477.2345,2372.0000,2957.5000,3318.0000,3672.0000,4368.0000,0.2339,0.3154,0.0495,0.0495,0.0531,0.4475,1.0000,-41.1600,-71920.5728,0.0572,true
